district,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_0_4_pc,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_5_9_pc,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_10_12_pc,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_13_14_pc,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_15_17_pc,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_18_20_pc,CF_C_BPBO_DC_21_24,CF_C_BPBO_DC_21_24_pc,CF_C_BPBO_Tot,CF_C_BPBO_Tot_pc,CF_C_FBO_DC_0_4,CF_C_FBO_DC_0_4_pc,CF_C_FBO_DC_5_9,CF_C_FBO_DC_5_9_pc,CF_C_FBO_DC_10_12,CF_C_FBO_DC_10_12_pc,CF_C_FBO_DC_13_14,CF_C_FBO_DC_13_14_pc,CF_C_FBO_DC_15_17,CF_C_FBO_DC_15_17_pc,CF_C_FBO_DC_18_20,CF_C_FBO_DC_18_20_pc,CF_C_FBO_DC_21_24,CF_C_FBO_DC_21_24_pc,CF_C_FBO_Tot,CF_C_FBO_Tot_pc,CF_C_MBO_DC_0_4,CF_C_MBO_DC_0_4_pc,CF_C_MBO_DC_5_9,CF_C_MBO_DC_5_9_pc,CF_C_MBO_DC_10_12,CF_C_MBO_DC_10_12_pc,CF_C_MBO_DC_13_14,CF_C_MBO_DC_13_14_pc,CF_C_MBO_DC_15_17,CF_C_MBO_DC_15_17_pc,CF_C_MBO_DC_18_20,CF_C_MBO_DC_18_20_pc,CF_C_MBO_DC_21_24,CF_C_MBO_DC_21_24_pc,CF_C_MBO_Tot,CF_C_MBO_Tot_pc,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_0_4_pc,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_5_9_pc,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_10_12_pc,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_13_14_pc,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_15_17_pc,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_18_20_pc,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_DC_21_24_pc,CF_C_BPBAu_Tot,CF_C_BPBAu_Tot_pc,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_0_4_pc,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_5_9_pc,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_10_12_pc,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_13_14_pc,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_15_17_pc,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_18_20_pc,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_DC_21_24_pc,CF_C_BP_NS_Tot,CF_C_BP_NS_Tot_pc,CF_C_Tot_DC_0_4,CF_C_Tot_DC_0_4_pc,CF_C_Tot_DC_5_9,CF_C_Tot_DC_5_9_pc,CF_C_Tot_DC_10_12,CF_C_Tot_DC_10_12_pc,CF_C_Tot_DC_13_14,CF_C_Tot_DC_13_14_pc,CF_C_Tot_DC_15_17,CF_C_Tot_DC_15_17_pc,CF_C_Tot_DC_18_20,CF_C_Tot_DC_18_20_pc,CF_C_Tot_DC_21_24,CF_C_Tot_DC_21_24_pc,CF_C_Tot_Tot,CF_C_Tot_Tot_pc,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_0_4_pc,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_5_9_pc,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_10_12_pc,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_13_14_pc,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_15_17_pc,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_18_20_pc,One_PF_BPBO_DC_21_24,One_PF_BPBO_DC_21_24_pc,One_PF_BPBO_Tot,One_PF_BPBO_Tot_pc,One_PF_FBO_DC_0_4,One_PF_FBO_DC_0_4_pc,One_PF_FBO_DC_5_9,One_PF_FBO_DC_5_9_pc,One_PF_FBO_DC_10_12,One_PF_FBO_DC_10_12_pc,One_PF_FBO_DC_13_14,One_PF_FBO_DC_13_14_pc,One_PF_FBO_DC_15_17,One_PF_FBO_DC_15_17_pc,One_PF_FBO_DC_18_20,One_PF_FBO_DC_18_20_pc,One_PF_FBO_DC_21_24,One_PF_FBO_DC_21_24_pc,One_PF_FBO_Tot,One_PF_FBO_Tot_pc,One_PF_MBO_DC_0_4,One_PF_MBO_DC_0_4_pc,One_PF_MBO_DC_5_9,One_PF_MBO_DC_5_9_pc,One_PF_MBO_DC_10_12,One_PF_MBO_DC_10_12_pc,One_PF_MBO_DC_13_14,One_PF_MBO_DC_13_14_pc,One_PF_MBO_DC_15_17,One_PF_MBO_DC_15_17_pc,One_PF_MBO_DC_18_20,One_PF_MBO_DC_18_20_pc,One_PF_MBO_DC_21_24,One_PF_MBO_DC_21_24_pc,One_PF_MBO_Tot,One_PF_MBO_Tot_pc,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_0_4_pc,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_5_9_pc,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_10_12_pc,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_13_14_pc,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_15_17_pc,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_18_20_pc,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_DC_21_24_pc,One_PF_BPBAu_Tot,One_PF_BPBAu_Tot_pc,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_0_4_pc,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_5_9_pc,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_10_12_pc,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_13_14_pc,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_15_17_pc,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_18_20_pc,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_DC_21_24_pc,One_PF_BP_NS_Tot,One_PF_BP_NS_Tot_pc,One_PF_Tot_DC_0_4,One_PF_Tot_DC_0_4_pc,One_PF_Tot_DC_5_9,One_PF_Tot_DC_5_9_pc,One_PF_Tot_DC_10_12,One_PF_Tot_DC_10_12_pc,One_PF_Tot_DC_13_14,One_PF_Tot_DC_13_14_pc,One_PF_Tot_DC_15_17,One_PF_Tot_DC_15_17_pc,One_PF_Tot_DC_18_20,One_PF_Tot_DC_18_20_pc,One_PF_Tot_DC_21_24,One_PF_Tot_DC_21_24_pc,One_PF_Tot_Tot,One_PF_Tot_Tot_pc,Tot_DC_0_4,Tot_DC_0_4_pc,Tot_DC_5_9,Tot_DC_5_9_pc,Tot_DC_10_12,Tot_DC_10_12_pc,Tot_DC_13_14,Tot_DC_13_14_pc,Tot_DC_15_17,Tot_DC_15_17_pc,Tot_DC_18_20,Tot_DC_18_20_pc,Tot_DC_21_24,Tot_DC_21_24_pc,Tot_Tot,Tot_Tot_pc,Tot_Tot_total
Niddrie,508.0,0.0325,601.0,0.0384,354.0,0.0226,199.0,0.0127,339.0,0.0217,244.0,0.0156,149.0,0.0095,2711.0,0.1733,237.0,0.0152,303.0,0.0194,118.0,0.0075,92.0,0.0059,129.0,0.0082,105.0,0.0067,28.0,0.0018,1278.0,0.0817,307.0,0.0196,298.0,0.0191,115.0,0.0074,46.0,0.0029,91.0,0.0058,29.0,0.0019,30.0,0.0019,1249.0,0.0798,2001.0,0.1279,2017.0,0.1289,1160.0,0.0742,798.0,0.051,1165.0,0.0745,623.0,0.0398,241.0,0.0154,8080.0,0.5166,0.0,0.0,10.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0014,3208.0,0.2051,3399.0,0.2173,1911.0,0.1222,1332.0,0.0852,1808.0,0.1156,1169.0,0.0747,594.0,0.038,13394.0,0.8563,15.0,0.001,51.0,0.0033,37.0,0.0024,14.0,0.0009,22.0,0.0014,19.0,0.0012,21.0,0.0013,369.0,0.0236,16.0,0.001,37.0,0.0024,19.0,0.0012,17.0,0.0011,11.0,0.0007,8.0,0.0005,0.0,0.0,249.0,0.0159,4.0,0.0003,29.0,0.0019,7.0,0.0004,8.0,0.0005,13.0,0.0008,11.0,0.0007,0.0,0.0,199.0,0.0127,105.0,0.0067,243.0,0.0155,165.0,0.0105,74.0,0.0047,176.0,0.0113,109.0,0.007,33.0,0.0021,1275.0,0.0815,3.0,0.0002,0.0,0.0,5.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0014,213.0,0.0136,466.0,0.0298,332.0,0.0212,266.0,0.017,362.0,0.0231,239.0,0.0153,99.0,0.0063,2231.0,0.1426,3396.0,0.2171,3853.0,0.2463,2297.0,0.1468,1551.0,0.0992,2224.0,0.1422,1445.0,0.0924,778.0,0.0497,15642.0,1.0,15642.0
Northcote,457.0,0.0355,296.0,0.023,130.0,0.0101,57.0,0.0044,71.0,0.0055,30.0,0.0023,25.0,0.0019,1388.0,0.1079,349.0,0.0271,387.0,0.0301,190.0,0.0148,125.0,0.0097,169.0,0.0131,90.0,0.007,35.0,0.0027,1615.0,0.1255,399.0,0.031,359.0,0.0279,157.0,0.0122,81.0,0.0063,111.0,0.0086,33.0,0.0026,5.0,0.0004,1374.0,0.1068,1673.0,0.1301,1611.0,0.1252,1004.0,0.078,686.0,0.0533,921.0,0.0716,537.0,0.0417,215.0,0.0167,6736.0,0.5236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0003,2949.0,0.2292,2794.0,0.2172,1597.0,0.1241,1132.0,0.088,1446.0,0.1124,837.0,0.0651,345.0,0.0268,11139.0,0.8659,3.0,0.0002,21.0,0.0016,19.0,0.0015,6.0,0.0005,11.0,0.0009,20.0,0.0016,9.0,0.0007,222.0,0.0173,10.0,0.0008,21.0,0.0016,19.0,0.0015,18.0,0.0014,34.0,0.0026,4.0,0.0003,0.0,0.0,246.0,0.0191,0.0,0.0,19.0,0.0015,11.0,0.0009,13.0,0.001,3.0,0.0002,8.0,0.0006,3.0,0.0002,165.0,0.0128,66.0,0.0051,152.0,0.0118,136.0,0.0106,106.0,0.0082,147.0,0.0114,44.0,0.0034,11.0,0.0009,956.0,0.0743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0007,138.0,0.0107,354.0,0.0275,278.0,0.0216,162.0,0.0126,284.0,0.0221,116.0,0.009,57.0,0.0044,1656.0,0.1287,3169.0,0.2463,3179.0,0.2471,1990.0,0.1547,1353.0,0.1052,1765.0,0.1372,1012.0,0.0787,467.0,0.0363,12864.0,1.0,12864.0
Oakleigh,1877.0,0.1178,1690.0,0.1061,639.0,0.0401,307.0,0.0193,437.0,0.0274,245.0,0.0154,170.0,0.0107,5701.0,0.3578,317.0,0.0199,254.0,0.0159,104.0,0.0065,51.0,0.0032,148.0,0.0093,59.0,0.0037,32.0,0.002,1270.0,0.0797,413.0,0.0259,383.0,0.024,121.0,0.0076,72.0,0.0045,88.0,0.0055,75.0,0.0047,22.0,0.0014,1486.0,0.0933,1165.0,0.0731,1096.0,0.0688,849.0,0.0533,536.0,0.0336,766.0,0.0481,463.0,0.0291,220.0,0.0138,5253.0,0.3297,5.0,0.0003,6.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0015,3906.0,0.2451,3588.0,0.2252,1919.0,0.1204,1109.0,0.0696,1573.0,0.0987,979.0,0.0614,576.0,0.0361,13773.0,0.8643,53.0,0.0033,143.0,0.009,76.0,0.0048,25.0,0.0016,90.0,0.0056,85.0,0.0053,28.0,0.0018,765.0,0.048,15.0,0.0009,14.0,0.0009,11.0,0.0007,4.0,0.0003,13.0,0.0008,0.0,0.0,3.0,0.0002,252.0,0.0158,8.0,0.0005,11.0,0.0007,13.0,0.0008,4.0,0.0003,13.0,0.0008,3.0,0.0002,0.0,0.0,149.0,0.0094,28.0,0.0018,111.0,0.007,65.0,0.0041,69.0,0.0043,81.0,0.0051,52.0,0.0033,10.0,0.0006,779.0,0.0489,4.0,0.0003,3.0,0.0002,3.0,0.0002,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0012,180.0,0.0113,447.0,0.0281,272.0,0.0171,228.0,0.0143,306.0,0.0192,250.0,0.0157,96.0,0.006,2176.0,0.1366,4161.0,0.2611,4105.0,0.2576,2194.0,0.1377,1409.0,0.0884,1972.0,0.1238,1303.0,0.0818,740.0,0.0464,15935.0,1.0,15935.0
Ovens Valley,148.0,0.0124,172.0,0.0144,50.0,0.0042,22.0,0.0018,27.0,0.0023,8.0,0.0007,0.0,0.0,516.0,0.0432,71.0,0.0059,87.0,0.0073,87.0,0.0073,23.0,0.0019,43.0,0.0036,3.0,0.0003,4.0,0.0003,460.0,0.0385,115.0,0.0096,111.0,0.0093,63.0,0.0053,22.0,0.0018,20.0,0.0017,0.0,0.0,0.0,0.0,495.0,0.0414,1945.0,0.1627,2103.0,0.176,1359.0,0.1137,987.0,0.0826,1196.0,0.1001,202.0,0.0169,33.0,0.0028,7936.0,0.664,3.0,0.0003,13.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0029,2416.0,0.2022,2572.0,0.2152,1623.0,0.1358,1129.0,0.0945,1372.0,0.1148,269.0,0.0225,39.0,0.0033,9540.0,0.7983,3.0,0.0003,3.0,0.0003,7.0,0.0006,6.0,0.0005,7.0,0.0006,0.0,0.0,0.0,0.0,54.0,0.0045,7.0,0.0006,14.0,0.0012,4.0,0.0003,3.0,0.0003,3.0,0.0003,0.0,0.0,0.0,0.0,76.0,0.0064,0.0,0.0,21.0,0.0018,10.0,0.0008,2.0,0.0002,12.0,0.001,0.0,0.0,0.0,0.0,78.0,0.0065,292.0,0.0244,570.0,0.0477,346.0,0.029,247.0,0.0207,263.0,0.022,36.0,0.003,7.0,0.0006,2045.0,0.1711,0.0,0.0,3.0,0.0003,6.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0035,356.0,0.0298,667.0,0.0558,424.0,0.0355,299.0,0.025,332.0,0.0278,49.0,0.0041,7.0,0.0006,2444.0,0.2045,2826.0,0.2365,3251.0,0.272,2139.0,0.179,1475.0,0.1234,1774.0,0.1484,345.0,0.0289,46.0,0.0038,11951.0,1.0,11951.0
Pakenham,2119.0,0.1003,2002.0,0.0947,904.0,0.0428,533.0,0.0252,588.0,0.0278,294.0,0.0139,115.0,0.0054,6727.0,0.3183,376.0,0.0178,348.0,0.0165,159.0,0.0075,74.0,0.0035,70.0,0.0033,28.0,0.0013,0.0,0.0,1277.0,0.0604,337.0,0.0159,237.0,0.0112,106.0,0.005,42.0,0.002,62.0,0.0029,7.0,0.0003,6.0,0.0003,950.0,0.0449,2630.0,0.1244,2305.0,0.1091,1141.0,0.054,646.0,0.0306,816.0,0.0386,199.0,0.0094,73.0,0.0035,8025.0,0.3797,12.0,0.0006,10.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0001,71.0,0.0034,5559.0,0.263,5007.0,0.2369,2436.0,0.1153,1366.0,0.0646,1687.0,0.0798,645.0,0.0305,267.0,0.0126,17037.0,0.8061,95.0,0.0045,185.0,0.0088,75.0,0.0035,54.0,0.0026,104.0,0.0049,32.0,0.0015,17.0,0.0008,759.0,0.0359,45.0,0.0021,87.0,0.0041,44.0,0.0021,23.0,0.0011,35.0,0.0017,7.0,0.0003,0.0,0.0,439.0,0.0208,21.0,0.001,36.0,0.0017,5.0,0.0002,3.0,0.0001,20.0,0.0009,0.0,0.0,0.0,0.0,194.0,0.0092,443.0,0.021,764.0,0.0361,405.0,0.0192,233.0,0.011,291.0,0.0138,118.0,0.0056,47.0,0.0022,2557.0,0.121,10.0,0.0005,9.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.002,788.0,0.0373,1181.0,0.0559,619.0,0.0293,429.0,0.0203,569.0,0.0269,221.0,0.0105,95.0,0.0045,4164.0,0.197,6322.0,0.2991,6193.0,0.293,3090.0,0.1462,1889.0,0.0894,2247.0,0.1063,935.0,0.0442,419.0,0.0198,21136.0,1.0,21136.0
Pascoe Vale,713.0,0.0506,687.0,0.0488,330.0,0.0234,128.0,0.0091,181.0,0.0128,129.0,0.0092,55.0,0.0039,2441.0,0.1732,370.0,0.0263,410.0,0.0291,181.0,0.0128,64.0,0.0045,140.0,0.0099,74.0,0.0053,16.0,0.0011,1513.0,0.1074,424.0,0.0301,354.0,0.0251,162.0,0.0115,56.0,0.004,102.0,0.0072,29.0,0.0021,8.0,0.0006,1415.0,0.1004,1851.0,0.1314,1765.0,0.1253,931.0,0.0661,657.0,0.0466,806.0,0.0572,449.0,0.0319,152.0,0.0108,6696.0,0.4752,14.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0014,3432.0,0.2436,3241.0,0.23,1701.0,0.1207,1068.0,0.0758,1362.0,0.0967,817.0,0.058,362.0,0.0257,12100.0,0.8587,21.0,0.0015,28.0,0.002,23.0,0.0016,17.0,0.0012,42.0,0.003,24.0,0.0017,9.0,0.0006,351.0,0.0249,30.0,0.0021,83.0,0.0059,42.0,0.003,18.0,0.0013,25.0,0.0018,4.0,0.0003,7.0,0.0005,320.0,0.0227,0.0,0.0,29.0,0.0021,20.0,0.0014,3.0,0.0002,0.0,0.0,5.0,0.0004,3.0,0.0002,157.0,0.0111,106.0,0.0075,184.0,0.0131,110.0,0.0078,81.0,0.0057,146.0,0.0104,44.0,0.0031,19.0,0.0013,1005.0,0.0713,4.0,0.0003,4.0,0.0003,4.0,0.0003,7.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0011,198.0,0.0141,407.0,0.0289,295.0,0.0209,192.0,0.0136,317.0,0.0225,147.0,0.0104,61.0,0.0043,1976.0,0.1402,3692.0,0.262,3656.0,0.2595,2050.0,0.1455,1324.0,0.094,1706.0,0.1211,1045.0,0.0742,485.0,0.0344,14091.0,1.0,14091.0
Point Cook,4006.0,0.1491,4856.0,0.1808,2231.0,0.083,1102.0,0.041,1171.0,0.0436,658.0,0.0245,288.0,0.0107,14367.0,0.5348,437.0,0.0163,370.0,0.0138,195.0,0.0073,113.0,0.0042,164.0,0.0061,22.0,0.0008,3.0,0.0001,1600.0,0.0596,395.0,0.0147,391.0,0.0146,171.0,0.0064,97.0,0.0036,103.0,0.0038,50.0,0.0019,17.0,0.0006,1546.0,0.0575,1329.0,0.0495,1415.0,0.0527,895.0,0.0333,541.0,0.0201,686.0,0.0255,273.0,0.0102,76.0,0.0028,5522.0,0.2056,32.0,0.0012,17.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0026,6283.0,0.2339,7147.0,0.266,3673.0,0.1367,2008.0,0.0747,2327.0,0.0866,1181.0,0.044,555.0,0.0207,23101.0,0.8599,202.0,0.0075,380.0,0.0141,177.0,0.0066,138.0,0.0051,185.0,0.0069,78.0,0.0029,50.0,0.0019,1563.0,0.0582,57.0,0.0021,43.0,0.0016,21.0,0.0008,16.0,0.0006,37.0,0.0014,0.0,0.0,4.0,0.0001,368.0,0.0137,27.0,0.001,54.0,0.002,15.0,0.0006,0.0,0.0,12.0,0.0004,0.0,0.0,0.0,0.0,254.0,0.0095,189.0,0.007,266.0,0.0099,184.0,0.0068,139.0,0.0052,138.0,0.0051,57.0,0.0021,5.0,0.0002,1391.0,0.0518,7.0,0.0003,29.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0025,613.0,0.0228,990.0,0.0369,573.0,0.0213,410.0,0.0153,571.0,0.0213,229.0,0.0085,88.0,0.0033,3787.0,0.141,6912.0,0.2573,8064.0,0.3002,4262.0,0.1587,2435.0,0.0906,2906.0,0.1082,1496.0,0.0557,714.0,0.0266,26864.0,1.0,26864.0
Polwarth,152.0,0.0103,185.0,0.0125,83.0,0.0056,37.0,0.0025,44.0,0.003,36.0,0.0024,3.0,0.0002,681.0,0.046,213.0,0.0144,246.0,0.0166,89.0,0.006,40.0,0.0027,61.0,0.0041,3.0,0.0002,2.0,0.0001,807.0,0.0545,258.0,0.0174,281.0,0.019,93.0,0.0063,33.0,0.0022,74.0,0.005,29.0,0.002,0.0,0.0,955.0,0.0645,2501.0,0.169,2753.0,0.186,1615.0,0.1091,1194.0,0.0807,1405.0,0.0949,395.0,0.0267,92.0,0.0062,10099.0,0.6824,0.0,0.0,5.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.002,3297.0,0.2228,3465.0,0.2341,2075.0,0.1402,1392.0,0.0941,1651.0,0.1116,519.0,0.0351,119.0,0.008,12625.0,0.853,0.0,0.0,19.0,0.0013,11.0,0.0007,0.0,0.0,4.0,0.0003,0.0,0.0,0.0,0.0,64.0,0.0043,8.0,0.0005,23.0,0.0016,6.0,0.0004,16.0,0.0011,20.0,0.0014,5.0,0.0003,0.0,0.0,161.0,0.0109,3.0,0.0002,12.0,0.0008,12.0,0.0008,0.0,0.0,7.0,0.0005,0.0,0.0,0.0,0.0,103.0,0.007,228.0,0.0154,419.0,0.0283,307.0,0.0207,202.0,0.0136,270.0,0.0182,48.0,0.0032,10.0,0.0007,1716.0,0.1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.002,289.0,0.0195,524.0,0.0354,356.0,0.0241,315.0,0.0213,351.0,0.0237,68.0,0.0046,15.0,0.001,2202.0,0.1488,3605.0,0.2436,4062.0,0.2745,2476.0,0.1673,1711.0,0.1156,2120.0,0.1432,650.0,0.0439,158.0,0.0107,14800.0,1.0,14800.0
Prahran,623.0,0.0985,467.0,0.0739,121.0,0.0191,39.0,0.0062,68.0,0.0108,27.0,0.0043,11.0,0.0017,1590.0,0.2515,151.0,0.0239,89.0,0.0141,27.0,0.0043,7.0,0.0011,28.0,0.0044,17.0,0.0027,4.0,0.0006,555.0,0.0878,283.0,0.0448,139.0,0.022,30.0,0.0047,12.0,0.0019,25.0,0.004,4.0,0.0006,0.0,0.0,682.0,0.1079,766.0,0.1212,463.0,0.0732,170.0,0.0269,127.0,0.0201,202.0,0.032,114.0,0.018,39.0,0.0062,2108.0,0.3334,0.0,0.0,6.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0025,1960.0,0.31,1240.0,0.1961,565.0,0.0894,294.0,0.0465,416.0,0.0658,255.0,0.0403,109.0,0.0172,5012.0,0.7928,27.0,0.0043,43.0,0.0068,27.0,0.0043,40.0,0.0063,44.0,0.007,27.0,0.0043,32.0,0.0051,485.0,0.0767,7.0,0.0011,13.0,0.0021,0.0,0.0,11.0,0.0017,0.0,0.0,13.0,0.0021,0.0,0.0,134.0,0.0212,8.0,0.0013,16.0,0.0025,8.0,0.0013,11.0,0.0017,9.0,0.0014,0.0,0.0,0.0,0.0,116.0,0.0183,13.0,0.0021,54.0,0.0085,55.0,0.0087,42.0,0.0066,45.0,0.0071,22.0,0.0035,6.0,0.0009,426.0,0.0674,8.0,0.0013,8.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0033,149.0,0.0236,230.0,0.0364,127.0,0.0201,126.0,0.0199,174.0,0.0275,115.0,0.0182,48.0,0.0076,1290.0,0.204,2150.0,0.3401,1495.0,0.2365,721.0,0.114,457.0,0.0723,632.0,0.1,442.0,0.0699,249.0,0.0394,6322.0,1.0,6322.0
Preston,1096.0,0.0796,972.0,0.0706,370.0,0.0269,207.0,0.015,327.0,0.0238,218.0,0.0158,86.0,0.0062,3512.0,0.2552,422.0,0.0307,318.0,0.0231,98.0,0.0071,70.0,0.0051,120.0,0.0087,38.0,0.0028,30.0,0.0022,1331.0,0.0967,405.0,0.0294,296.0,0.0215,104.0,0.0076,41.0,0.003,56.0,0.0041,20.0,0.0015,0.0,0.0,1222.0,0.0888,1631.0,0.1185,1257.0,0.0913,770.0,0.056,472.0,0.0343,588.0,0.0427,281.0,0.0204,113.0,0.0082,5287.0,0.3842,6.0,0.0004,4.0,0.0003,7.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0025,3689.0,0.2681,2951.0,0.2144,1494.0,0.1086,951.0,0.0691,1176.0,0.0855,723.0,0.0525,353.0,0.0257,11388.0,0.8276,51.0,0.0037,70.0,0.0051,67.0,0.0049,28.0,0.002,83.0,0.006,35.0,0.0025,16.0,0.0012,636.0,0.0462,24.0,0.0017,40.0,0.0029,21.0,0.0015,22.0,0.0016,35.0,0.0025,0.0,0.0,3.0,0.0002,294.0,0.0214,13.0,0.0009,14.0,0.001,3.0,0.0002,9.0,0.0007,12.0,0.0009,4.0,0.0003,0.0,0.0,150.0,0.0109,177.0,0.0129,268.0,0.0195,144.0,0.0105,97.0,0.007,155.0,0.0113,47.0,0.0034,13.0,0.0009,1175.0,0.0854,3.0,0.0002,17.0,0.0012,4.0,0.0003,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0036,354.0,0.0257,581.0,0.0422,360.0,0.0262,268.0,0.0195,361.0,0.0262,155.0,0.0113,78.0,0.0057,2448.0,0.1779,4090.0,0.2972,3616.0,0.2628,1937.0,0.1408,1252.0,0.091,1580.0,0.1148,918.0,0.0667,505.0,0.0367,13761.0,1.0,13761.0
