district,Buddhism_M_n,Buddhism_M_pc,Buddhism_F_n,Buddhism_F_pc,Buddhism_P_n,Buddhism_P_pc,Christianity_Anglican_M_n,Christianity_Anglican_M_pc,Christianity_Anglican_F_n,Christianity_Anglican_F_pc,Christianity_Anglican_P_n,Christianity_Anglican_P_pc,Christianity_Asyrin_Apstlic_M_n,Christianity_Asyrin_Apstlic_M_pc,Christianity_Asyrin_Apstlic_F_n,Christianity_Asyrin_Apstlic_F_pc,Christianity_Asyrin_Apstlic_P_n,Christianity_Asyrin_Apstlic_P_pc,Christianity_Baptist_M_n,Christianity_Baptist_M_pc,Christianity_Baptist_F_n,Christianity_Baptist_F_pc,Christianity_Baptist_P_n,Christianity_Baptist_P_pc,Christianity_Brethren_M_n,Christianity_Brethren_M_pc,Christianity_Brethren_F_n,Christianity_Brethren_F_pc,Christianity_Brethren_P_n,Christianity_Brethren_P_pc,Christianity_Catholic_M_n,Christianity_Catholic_M_pc,Christianity_Catholic_F_n,Christianity_Catholic_F_pc,Christianity_Catholic_P_n,Christianity_Catholic_P_pc,Christianity_Church_Christ_M_n,Christianity_Church_Christ_M_pc,Christianity_Church_Christ_F_n,Christianity_Church_Christ_F_pc,Christianity_Church_Christ_P_n,Christianity_Church_Christ_P_pc,Christianity_Eastrn_Orthdox_M_n,Christianity_Eastrn_Orthdox_M_pc,Christianity_Eastrn_Orthdox_F_n,Christianity_Eastrn_Orthdox_F_pc,Christianity_Eastrn_Orthdox_P_n,Christianity_Eastrn_Orthdox_P_pc,Christinty_Jehvahs_Witnses_M_n,Christinty_Jehvahs_Witnses_M_pc,Christinty_Jehvahs_Witnses_F_n,Christinty_Jehvahs_Witnses_F_pc,Christinty_Jehvahs_Witnses_P_n,Christinty_Jehvahs_Witnses_P_pc,Christianity_Lattr_day_Snts_M_n,Christianity_Lattr_day_Snts_M_pc,Christianity_Lattr_day_Snts_F_n,Christianity_Lattr_day_Snts_F_pc,Christianity_Lattr_day_Snts_P_n,Christianity_Lattr_day_Snts_P_pc,Christianity_Lutheran_M_n,Christianity_Lutheran_M_pc,Christianity_Lutheran_F_n,Christianity_Lutheran_F_pc,Christianity_Lutheran_P_n,Christianity_Lutheran_P_pc,Christianity_Orintal_Orthdx_M_n,Christianity_Orintal_Orthdx_M_pc,Christianity_Orintal_Orthdx_F_n,Christianity_Orintal_Orthdx_F_pc,Christianity_Orintal_Orthdx_P_n,Christianity_Orintal_Orthdx_P_pc,Christianity_Othr_Protestnt_M_n,Christianity_Othr_Protestnt_M_pc,Christianity_Othr_Protestnt_F_n,Christianity_Othr_Protestnt_F_pc,Christianity_Othr_Protestnt_P_n,Christianity_Othr_Protestnt_P_pc,Christianity_Pentecostal_M_n,Christianity_Pentecostal_M_pc,Christianity_Pentecostal_F_n,Christianity_Pentecostal_F_pc,Christianity_Pentecostal_P_n,Christianity_Pentecostal_P_pc,Christinty_Prsbytrin_Refrmd_M_n,Christinty_Prsbytrin_Refrmd_M_pc,Christinty_Prsbytrin_Refrmd_F_n,Christinty_Prsbytrin_Refrmd_F_pc,Christinty_Prsbytrin_Refrmd_P_n,Christinty_Prsbytrin_Refrmd_P_pc,Christianity_Salvation_Army_M_n,Christianity_Salvation_Army_M_pc,Christianity_Salvation_Army_F_n,Christianity_Salvation_Army_F_pc,Christianity_Salvation_Army_P_n,Christianity_Salvation_Army_P_pc,Christnty_Sevnth_dy_Advntst_M_n,Christnty_Sevnth_dy_Advntst_M_pc,Christnty_Sevnth_dy_Advntst_F_n,Christnty_Sevnth_dy_Advntst_F_pc,Christnty_Sevnth_dy_Advntst_P_n,Christnty_Sevnth_dy_Advntst_P_pc,Christianity_Uniting_Church_M_n,Christianity_Uniting_Church_M_pc,Christianity_Uniting_Church_F_n,Christianity_Uniting_Church_F_pc,Christianity_Uniting_Church_P_n,Christianity_Uniting_Church_P_pc,Christianity_Christian_nfd_M_n,Christianity_Christian_nfd_M_pc,Christianity_Christian_nfd_F_n,Christianity_Christian_nfd_F_pc,Christianity_Christian_nfd_P_n,Christianity_Christian_nfd_P_pc,Christianity_Othr_Christian_M_n,Christianity_Othr_Christian_M_pc,Christianity_Othr_Christian_F_n,Christianity_Othr_Christian_F_pc,Christianity_Othr_Christian_P_n,Christianity_Othr_Christian_P_pc,Christianity_Tot_M_n,Christianity_Tot_M_pc,Christianity_Tot_F_n,Christianity_Tot_F_pc,Christianity_Tot_P_n,Christianity_Tot_P_pc,Hinduism_M_n,Hinduism_M_pc,Hinduism_F_n,Hinduism_F_pc,Hinduism_P_n,Hinduism_P_pc,Islam_M_n,Islam_M_pc,Islam_F_n,Islam_F_pc,Islam_P_n,Islam_P_pc,Judaism_M_n,Judaism_M_pc,Judaism_F_n,Judaism_F_pc,Judaism_P_n,Judaism_P_pc,Othr_Rel_Aust_Abor_Trad_Rel_M_n,Othr_Rel_Aust_Abor_Trad_Rel_M_pc,Othr_Rel_Aust_Abor_Trad_Rel_F_n,Othr_Rel_Aust_Abor_Trad_Rel_F_pc,Othr_Rel_Aust_Abor_Trad_Rel_P_n,Othr_Rel_Aust_Abor_Trad_Rel_P_pc,Othr_Rel_Sikhism_M_n,Othr_Rel_Sikhism_M_pc,Othr_Rel_Sikhism_F_n,Othr_Rel_Sikhism_F_pc,Othr_Rel_Sikhism_P_n,Othr_Rel_Sikhism_P_pc,Othr_Reln_Other_reln_groups_M_n,Othr_Reln_Other_reln_groups_M_pc,Othr_Reln_Other_reln_groups_F_n,Othr_Reln_Other_reln_groups_F_pc,Othr_Reln_Other_reln_groups_P_n,Othr_Reln_Other_reln_groups_P_pc,Other_Religions_Tot_M_n,Other_Religions_Tot_M_pc,Other_Religions_Tot_F_n,Other_Religions_Tot_F_pc,Other_Religions_Tot_P_n,Other_Religions_Tot_P_pc,SB_OSB_NRA_NR_M_n,SB_OSB_NRA_NR_M_pc,SB_OSB_NRA_NR_F_n,SB_OSB_NRA_NR_F_pc,SB_OSB_NRA_NR_P_n,SB_OSB_NRA_NR_P_pc,SB_OSB_NRA_SB_M_n,SB_OSB_NRA_SB_M_pc,SB_OSB_NRA_SB_F_n,SB_OSB_NRA_SB_F_pc,SB_OSB_NRA_SB_P_n,SB_OSB_NRA_SB_P_pc,SB_OSB_NRA_OSB_M_n,SB_OSB_NRA_OSB_M_pc,SB_OSB_NRA_OSB_F_n,SB_OSB_NRA_OSB_F_pc,SB_OSB_NRA_OSB_P_n,SB_OSB_NRA_OSB_P_pc,SB_OSB_NRA_Tot_M_n,SB_OSB_NRA_Tot_M_pc,SB_OSB_NRA_Tot_F_n,SB_OSB_NRA_Tot_F_pc,SB_OSB_NRA_Tot_P_n,SB_OSB_NRA_Tot_P_pc,Religious_affiliation_ns_M_n,Religious_affiliation_ns_M_pc,Religious_affiliation_ns_F_n,Religious_affiliation_ns_F_pc,Religious_affiliation_ns_P_n,Religious_affiliation_ns_P_pc,Tot_M_n,Tot_M_pc,Tot_F_n,Tot_F_pc,Tot_P_n,Tot_P_pc,Tot_P_total
Point Cook,1391.0,0.015,1800.0,0.0194,3193.0,0.0345,1609.0,0.0174,2102.0,0.0227,3779.0,0.0408,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0041,478.0,0.0052,921.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,9576.0,0.1034,10521.0,0.1136,20079.0,0.2168,40.0,0.0004,48.0,0.0005,102.0,0.0011,1821.0,0.0197,1803.0,0.0195,3626.0,0.0391,89.0,0.001,108.0,0.0012,214.0,0.0023,85.0,0.0009,99.0,0.0011,229.0,0.0025,82.0,0.0009,90.0,0.001,199.0,0.0021,96.0,0.001,124.0,0.0013,267.0,0.0029,181.0,0.002,244.0,0.0026,519.0,0.0056,577.0,0.0062,587.0,0.0063,1168.0,0.0126,437.0,0.0047,536.0,0.0058,992.0,0.0107,4.0,0.0,15.0,0.0002,29.0,0.0003,55.0,0.0006,56.0,0.0006,116.0,0.0013,386.0,0.0042,565.0,0.0061,1051.0,0.0113,1561.0,0.0169,1814.0,0.0196,3377.0,0.0365,14.0,0.0002,6.0,0.0001,47.0,0.0005,17504.0,0.189,19494.0,0.2104,36981.0,0.3992,5946.0,0.0642,5715.0,0.0617,11650.0,0.1258,2883.0,0.0311,2694.0,0.0291,5670.0,0.0612,3.0,0.0,8.0,0.0001,26.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,906.0,0.0098,942.0,0.0102,1867.0,0.0202,165.0,0.0018,200.0,0.0022,388.0,0.0042,1148.0,0.0124,1098.0,0.0119,2289.0,0.0247,14060.0,0.1518,12901.0,0.1393,26989.0,0.2913,45.0,0.0005,22.0,0.0002,87.0,0.0009,23.0,0.0002,40.0,0.0004,87.0,0.0009,14207.0,0.1534,13036.0,0.1407,27257.0,0.2942,2888.0,0.0312,2712.0,0.0293,5489.0,0.0593,46055.0,0.4972,46538.0,0.5024,92635.0,1.0,92635.0
Polwarth,137.0,0.0019,195.0,0.0028,433.0,0.0062,2741.0,0.039,3286.0,0.0467,6050.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0048,390.0,0.0055,888.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,6783.0,0.0964,7444.0,0.1058,14236.0,0.2024,0.0,0.0,15.0,0.0002,19.0,0.0003,156.0,0.0022,131.0,0.0019,331.0,0.0047,67.0,0.001,83.0,0.0012,186.0,0.0026,9.0,0.0001,3.0,0.0,15.0,0.0002,73.0,0.001,114.0,0.0016,250.0,0.0036,11.0,0.0002,4.0,0.0001,17.0,0.0002,11.0,0.0002,14.0,0.0002,75.0,0.0011,114.0,0.0016,118.0,0.0017,290.0,0.0041,728.0,0.0103,798.0,0.0113,1573.0,0.0224,19.0,0.0003,17.0,0.0002,61.0,0.0009,10.0,0.0001,6.0,0.0001,31.0,0.0004,1597.0,0.0227,2073.0,0.0295,3668.0,0.0521,488.0,0.0069,581.0,0.0083,1152.0,0.0164,0.0,0.0,3.0,0.0,3.0,0.0,13566.0,0.1928,15509.0,0.2205,29031.0,0.4127,49.0,0.0007,38.0,0.0005,150.0,0.0021,64.0,0.0009,66.0,0.0009,154.0,0.0022,9.0,0.0001,10.0,0.0001,52.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0004,18.0,0.0003,72.0,0.001,24.0,0.0003,47.0,0.0007,101.0,0.0014,67.0,0.001,74.0,0.0011,167.0,0.0024,18020.0,0.2562,16460.0,0.234,34459.0,0.4898,60.0,0.0009,75.0,0.0011,141.0,0.002,3.0,0.0,59.0,0.0008,87.0,0.0012,18152.0,0.258,16584.0,0.2357,34801.0,0.4947,2852.0,0.0405,2615.0,0.0372,5505.0,0.0783,35044.0,0.4982,35311.0,0.502,70347.0,1.0,70347.0
Prahran,757.0,0.0104,1069.0,0.0147,1870.0,0.0258,1964.0,0.0271,2279.0,0.0314,4215.0,0.0581,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0016,159.0,0.0022,424.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,5075.0,0.07,5943.0,0.082,11014.0,0.1519,5.0,0.0001,3.0,0.0,6.0,0.0001,1092.0,0.0151,1325.0,0.0183,2510.0,0.0346,13.0,0.0002,19.0,0.0003,73.0,0.001,9.0,0.0001,3.0,0.0,3.0,0.0,22.0,0.0003,33.0,0.0005,61.0,0.0008,14.0,0.0002,12.0,0.0002,57.0,0.0008,64.0,0.0009,62.0,0.0009,146.0,0.002,90.0,0.0012,159.0,0.0022,311.0,0.0043,226.0,0.0031,275.0,0.0038,575.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0002,7.0,0.0001,23.0,0.0003,364.0,0.005,455.0,0.0063,849.0,0.0117,520.0,0.0072,630.0,0.0087,1199.0,0.0165,0.0,0.0,5.0,0.0001,3.0,0.0,10008.0,0.138,11848.0,0.1634,21823.0,0.301,953.0,0.0131,820.0,0.0113,1709.0,0.0236,577.0,0.008,592.0,0.0082,1185.0,0.0163,847.0,0.0117,1003.0,0.0138,1895.0,0.0261,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0004,56.0,0.0008,104.0,0.0014,57.0,0.0008,56.0,0.0008,167.0,0.0023,104.0,0.0014,133.0,0.0018,329.0,0.0045,18401.0,0.2538,18292.0,0.2523,36685.0,0.506,242.0,0.0033,141.0,0.0019,413.0,0.0057,9.0,0.0001,72.0,0.001,156.0,0.0022,18767.0,0.2589,18613.0,0.2567,37347.0,0.5152,3072.0,0.0424,3146.0,0.0434,6211.0,0.0857,35298.0,0.4869,37237.0,0.5136,72496.0,1.0,72496.0
Preston,966.0,0.0131,1282.0,0.0173,2252.0,0.0304,791.0,0.0107,1095.0,0.0148,1926.0,0.026,5.0,0.0001,30.0,0.0004,39.0,0.0005,94.0,0.0013,167.0,0.0023,294.0,0.004,0.0,0.0,3.0,0.0,4.0,0.0001,8851.0,0.1197,9893.0,0.1338,18768.0,0.2537,13.0,0.0002,16.0,0.0002,37.0,0.0005,3357.0,0.0454,3527.0,0.0477,6889.0,0.0931,43.0,0.0006,113.0,0.0015,189.0,0.0026,0.0,0.0,12.0,0.0002,15.0,0.0002,14.0,0.0002,24.0,0.0003,51.0,0.0007,46.0,0.0006,31.0,0.0004,108.0,0.0015,41.0,0.0006,44.0,0.0006,97.0,0.0013,80.0,0.0011,138.0,0.0019,275.0,0.0037,167.0,0.0023,234.0,0.0032,453.0,0.0061,13.0,0.0002,28.0,0.0004,49.0,0.0007,6.0,0.0001,3.0,0.0,36.0,0.0005,196.0,0.0026,292.0,0.0039,565.0,0.0076,765.0,0.0103,867.0,0.0117,1608.0,0.0217,4.0,0.0001,0.0,0.0,10.0,0.0001,14896.0,0.2014,16905.0,0.2286,31801.0,0.4299,1501.0,0.0203,1056.0,0.0143,2551.0,0.0345,2453.0,0.0332,2250.0,0.0304,4645.0,0.0628,7.0,0.0001,14.0,0.0002,42.0,0.0006,3.0,0.0,5.0,0.0001,4.0,0.0001,259.0,0.0035,184.0,0.0025,452.0,0.0061,102.0,0.0014,114.0,0.0015,256.0,0.0035,385.0,0.0052,315.0,0.0043,749.0,0.0101,13539.0,0.183,13045.0,0.1764,26542.0,0.3588,120.0,0.0016,104.0,0.0014,269.0,0.0036,26.0,0.0004,41.0,0.0006,88.0,0.0012,13726.0,0.1856,13260.0,0.1793,26971.0,0.3646,2492.0,0.0337,2337.0,0.0316,4854.0,0.0656,36467.0,0.493,37515.0,0.5072,73965.0,1.0,73965.0
Richmond,1011.0,0.015,1618.0,0.024,2704.0,0.0401,1244.0,0.0184,1354.0,0.0201,2615.0,0.0387,0.0,0.0,4.0,0.0001,4.0,0.0001,95.0,0.0014,126.0,0.0019,276.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,4399.0,0.0652,5137.0,0.0761,9569.0,0.1417,10.0,0.0001,10.0,0.0001,25.0,0.0004,1085.0,0.0161,1250.0,0.0185,2392.0,0.0354,3.0,0.0,8.0,0.0001,24.0,0.0004,3.0,0.0,9.0,0.0001,12.0,0.0002,36.0,0.0005,31.0,0.0005,98.0,0.0015,25.0,0.0004,30.0,0.0004,69.0,0.001,30.0,0.0004,49.0,0.0007,88.0,0.0013,83.0,0.0012,145.0,0.0021,209.0,0.0031,133.0,0.002,102.0,0.0015,306.0,0.0045,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0001,15.0,0.0002,214.0,0.0032,329.0,0.0049,599.0,0.0089,349.0,0.0052,473.0,0.007,827.0,0.0122,5.0,0.0001,0.0,0.0,17.0,0.0003,8061.0,0.1194,9474.0,0.1403,17488.0,0.259,266.0,0.0039,234.0,0.0035,522.0,0.0077,864.0,0.0128,912.0,0.0135,1856.0,0.0275,194.0,0.0029,216.0,0.0032,443.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0002,50.0,0.0007,78.0,0.0012,172.0,0.0025,71.0,0.0011,89.0,0.0013,226.0,0.0033,19782.0,0.293,18959.0,0.2808,38759.0,0.5741,218.0,0.0032,216.0,0.0032,453.0,0.0067,25.0,0.0004,62.0,0.0009,116.0,0.0017,20076.0,0.2974,19280.0,0.2856,39347.0,0.5828,2568.0,0.038,2237.0,0.0331,4722.0,0.0699,33346.0,0.4939,34159.0,0.5059,67515.0,1.0,67515.0
Ringwood,1189.0,0.0148,1576.0,0.0196,2742.0,0.0342,2159.0,0.0269,2773.0,0.0346,5043.0,0.0629,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0179,1615.0,0.0201,3041.0,0.0379,0.0,0.0,0.0,0.0,3.0,0.0,6104.0,0.0761,7148.0,0.0891,13235.0,0.165,196.0,0.0024,224.0,0.0028,491.0,0.0061,686.0,0.0086,770.0,0.0096,1418.0,0.0177,41.0,0.0005,39.0,0.0005,158.0,0.002,38.0,0.0005,28.0,0.0003,72.0,0.0009,117.0,0.0015,149.0,0.0019,354.0,0.0044,57.0,0.0007,46.0,0.0006,132.0,0.0016,109.0,0.0014,147.0,0.0018,266.0,0.0033,404.0,0.005,460.0,0.0057,957.0,0.0119,511.0,0.0064,586.0,0.0073,1179.0,0.0147,34.0,0.0004,87.0,0.0011,182.0,0.0023,141.0,0.0018,169.0,0.0021,303.0,0.0038,906.0,0.0113,1259.0,0.0157,2293.0,0.0286,1336.0,0.0167,1573.0,0.0196,2919.0,0.0364,48.0,0.0006,94.0,0.0012,193.0,0.0024,14770.0,0.1841,17735.0,0.2211,32502.0,0.4051,1225.0,0.0153,1125.0,0.014,2393.0,0.0298,609.0,0.0076,564.0,0.007,1188.0,0.0148,11.0,0.0001,29.0,0.0004,55.0,0.0007,0.0,0.0,6.0,0.0001,4.0,0.0,306.0,0.0038,275.0,0.0034,648.0,0.0081,136.0,0.0017,173.0,0.0022,372.0,0.0046,473.0,0.0059,538.0,0.0067,1059.0,0.0132,18203.0,0.2269,17173.0,0.2141,35344.0,0.4406,85.0,0.0011,95.0,0.0012,259.0,0.0032,17.0,0.0002,47.0,0.0006,126.0,0.0016,18444.0,0.2299,17396.0,0.2168,35842.0,0.4468,2174.0,0.0271,2133.0,0.0266,4309.0,0.0537,38985.0,0.486,41221.0,0.5138,80223.0,1.0,80223.0
Ripon,130.0,0.0019,179.0,0.0026,330.0,0.0048,3464.0,0.0502,3990.0,0.0578,7463.0,0.1081,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0022,214.0,0.0031,436.0,0.0063,27.0,0.0004,32.0,0.0005,56.0,0.0008,5973.0,0.0865,6492.0,0.094,12482.0,0.1808,89.0,0.0013,132.0,0.0019,284.0,0.0041,102.0,0.0015,65.0,0.0009,247.0,0.0036,46.0,0.0007,96.0,0.0014,212.0,0.0031,13.0,0.0002,17.0,0.0002,32.0,0.0005,123.0,0.0018,85.0,0.0012,266.0,0.0039,9.0,0.0001,3.0,0.0,27.0,0.0004,22.0,0.0003,23.0,0.0003,99.0,0.0014,112.0,0.0016,163.0,0.0024,358.0,0.0052,738.0,0.0107,693.0,0.01,1546.0,0.0224,49.0,0.0007,79.0,0.0011,148.0,0.0021,29.0,0.0004,43.0,0.0006,103.0,0.0015,1808.0,0.0262,2232.0,0.0323,4129.0,0.0598,525.0,0.0076,617.0,0.0089,1239.0,0.0179,20.0,0.0003,16.0,0.0002,37.0,0.0005,13836.0,0.2004,15428.0,0.2234,29259.0,0.4237,133.0,0.0019,121.0,0.0018,258.0,0.0037,126.0,0.0018,116.0,0.0017,238.0,0.0034,7.0,0.0001,9.0,0.0001,32.0,0.0005,0.0,0.0,0.0,0.0,3.0,0.0,85.0,0.0012,61.0,0.0009,171.0,0.0025,66.0,0.001,104.0,0.0015,237.0,0.0034,170.0,0.0025,199.0,0.0029,445.0,0.0064,16487.0,0.2387,14968.0,0.2168,31457.0,0.4555,27.0,0.0004,10.0,0.0001,82.0,0.0012,25.0,0.0004,56.0,0.0008,91.0,0.0013,16652.0,0.2411,15115.0,0.2189,31715.0,0.4593,3968.0,0.0575,2718.0,0.0394,6640.0,0.0962,35048.0,0.5075,34048.0,0.493,69056.0,1.0,69056.0
Rowville,1772.0,0.0249,1990.0,0.028,3712.0,0.0522,2104.0,0.0296,2602.0,0.0366,4670.0,0.0656,9.0,0.0001,11.0,0.0002,22.0,0.0003,825.0,0.0116,863.0,0.0121,1733.0,0.0244,38.0,0.0005,53.0,0.0007,105.0,0.0015,7142.0,0.1004,8033.0,0.1129,15117.0,0.2125,61.0,0.0009,98.0,0.0014,198.0,0.0028,1182.0,0.0166,1193.0,0.0168,2330.0,0.0328,49.0,0.0007,59.0,0.0008,98.0,0.0014,61.0,0.0009,92.0,0.0013,202.0,0.0028,69.0,0.001,85.0,0.0012,201.0,0.0028,231.0,0.0032,239.0,0.0034,476.0,0.0067,158.0,0.0022,235.0,0.0033,418.0,0.0059,815.0,0.0115,894.0,0.0126,1726.0,0.0243,534.0,0.0075,670.0,0.0094,1262.0,0.0177,16.0,0.0002,37.0,0.0005,81.0,0.0011,73.0,0.001,52.0,0.0007,172.0,0.0024,697.0,0.0098,965.0,0.0136,1740.0,0.0245,1271.0,0.0179,1468.0,0.0206,2729.0,0.0384,8.0,0.0001,7.0,0.0001,49.0,0.0007,15684.0,0.2205,17931.0,0.2521,33571.0,0.4719,1513.0,0.0213,1506.0,0.0212,2987.0,0.042,760.0,0.0107,728.0,0.0102,1517.0,0.0213,9.0,0.0001,12.0,0.0002,55.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0031,229.0,0.0032,461.0,0.0065,133.0,0.0019,177.0,0.0025,336.0,0.0047,382.0,0.0054,439.0,0.0062,877.0,0.0123,13226.0,0.1859,12043.0,0.1693,25236.0,0.3548,22.0,0.0003,56.0,0.0008,127.0,0.0018,28.0,0.0004,30.0,0.0004,87.0,0.0012,13377.0,0.188,12208.0,0.1716,25541.0,0.359,1476.0,0.0207,1394.0,0.0196,2837.0,0.0399,34938.0,0.4911,36291.0,0.5102,71136.0,1.0,71136.0
Sandringham,249.0,0.0039,434.0,0.0069,722.0,0.0115,2982.0,0.0473,3913.0,0.0621,6917.0,0.1097,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0021,158.0,0.0025,369.0,0.0059,6.0,0.0001,0.0,0.0,9.0,0.0001,6295.0,0.0998,7334.0,0.1163,13560.0,0.2151,6.0,0.0001,13.0,0.0002,34.0,0.0005,1087.0,0.0172,1261.0,0.02,2413.0,0.0383,3.0,0.0,31.0,0.0005,83.0,0.0013,11.0,0.0002,9.0,0.0001,30.0,0.0005,38.0,0.0006,105.0,0.0017,202.0,0.0032,18.0,0.0003,23.0,0.0004,69.0,0.0011,36.0,0.0006,56.0,0.0009,129.0,0.002,88.0,0.0014,100.0,0.0016,206.0,0.0033,404.0,0.0064,497.0,0.0079,878.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0002,3.0,0.0,19.0,0.0003,705.0,0.0112,1002.0,0.0159,1658.0,0.0263,439.0,0.007,520.0,0.0082,978.0,0.0155,9.0,0.0001,11.0,0.0002,32.0,0.0005,12508.0,0.1984,15340.0,0.2433,27837.0,0.4415,277.0,0.0044,222.0,0.0035,519.0,0.0082,173.0,0.0027,214.0,0.0034,431.0,0.0068,248.0,0.0039,259.0,0.0041,577.0,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0005,28.0,0.0004,62.0,0.001,24.0,0.0004,35.0,0.0006,83.0,0.0013,60.0,0.001,72.0,0.0011,151.0,0.0024,14629.0,0.232,14596.0,0.2315,29165.0,0.4626,82.0,0.0013,42.0,0.0007,160.0,0.0025,20.0,0.0003,38.0,0.0006,76.0,0.0012,14767.0,0.2342,14795.0,0.2347,29487.0,0.4677,1574.0,0.025,1582.0,0.0251,3049.0,0.0484,30018.0,0.4761,33063.0,0.5244,63048.0,1.0,63048.0
Shepparton,275.0,0.0037,367.0,0.0049,710.0,0.0095,2959.0,0.0397,3608.0,0.0484,6625.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0031,274.0,0.0037,601.0,0.0081,105.0,0.0014,106.0,0.0014,221.0,0.003,7980.0,0.1071,8718.0,0.117,16672.0,0.2238,23.0,0.0003,69.0,0.0009,109.0,0.0015,387.0,0.0052,351.0,0.0047,746.0,0.01,74.0,0.001,117.0,0.0016,257.0,0.0035,47.0,0.0006,35.0,0.0005,119.0,0.0016,52.0,0.0007,69.0,0.0009,135.0,0.0018,33.0,0.0004,34.0,0.0005,75.0,0.001,86.0,0.0012,76.0,0.001,173.0,0.0023,258.0,0.0035,304.0,0.0041,632.0,0.0085,773.0,0.0104,922.0,0.0124,1816.0,0.0244,16.0,0.0002,26.0,0.0003,56.0,0.0008,22.0,0.0003,16.0,0.0002,60.0,0.0008,1522.0,0.0204,2084.0,0.028,3621.0,0.0486,804.0,0.0108,921.0,0.0124,1782.0,0.0239,0.0,0.0,16.0,0.0002,23.0,0.0003,15837.0,0.2126,18196.0,0.2443,34038.0,0.4569,461.0,0.0062,465.0,0.0062,949.0,0.0127,2273.0,0.0305,2057.0,0.0276,4309.0,0.0578,0.0,0.0,12.0,0.0002,12.0,0.0002,4.0,0.0001,6.0,0.0001,7.0,0.0001,726.0,0.0097,662.0,0.0089,1436.0,0.0193,62.0,0.0008,92.0,0.0012,164.0,0.0022,851.0,0.0114,801.0,0.0108,1651.0,0.0222,13692.0,0.1838,12495.0,0.1677,26140.0,0.3509,35.0,0.0005,18.0,0.0002,72.0,0.001,10.0,0.0001,19.0,0.0003,52.0,0.0007,13808.0,0.1854,12575.0,0.1688,26373.0,0.354,3337.0,0.0448,3143.0,0.0422,6491.0,0.0871,36904.0,0.4954,37657.0,0.5055,74490.0,1.0,74490.0
South Barwon,312.0,0.0043,362.0,0.005,797.0,0.0109,2432.0,0.0334,3164.0,0.0435,5598.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,608.0,0.0084,784.0,0.0108,1378.0,0.0189,43.0,0.0006,43.0,0.0006,72.0,0.001,6952.0,0.0955,8224.0,0.113,15111.0,0.2076,29.0,0.0004,43.0,0.0006,91.0,0.0013,283.0,0.0039,345.0,0.0047,614.0,0.0084,69.0,0.0009,88.0,0.0012,213.0,0.0029,23.0,0.0003,27.0,0.0004,66.0,0.0009,202.0,0.0028,270.0,0.0037,541.0,0.0074,36.0,0.0005,39.0,0.0005,80.0,0.0011,48.0,0.0007,58.0,0.0008,121.0,0.0017,242.0,0.0033,231.0,0.0032,519.0,0.0071,526.0,0.0072,719.0,0.0099,1219.0,0.0167,28.0,0.0004,67.0,0.0009,126.0,0.0017,17.0,0.0002,19.0,0.0003,41.0,0.0006,1280.0,0.0176,1832.0,0.0252,3087.0,0.0424,912.0,0.0125,1096.0,0.0151,1998.0,0.0274,8.0,0.0001,8.0,0.0001,38.0,0.0005,14073.0,0.1933,17224.0,0.2366,31261.0,0.4295,916.0,0.0126,580.0,0.008,1547.0,0.0213,509.0,0.007,372.0,0.0051,903.0,0.0124,4.0,0.0001,0.0,0.0,12.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0049,304.0,0.0042,673.0,0.0092,49.0,0.0007,110.0,0.0015,222.0,0.003,442.0,0.0061,465.0,0.0064,912.0,0.0125,16882.0,0.2319,16339.0,0.2245,33161.0,0.4556,72.0,0.001,68.0,0.0009,203.0,0.0028,11.0,0.0002,51.0,0.0007,83.0,0.0011,17029.0,0.2339,16561.0,0.2275,33570.0,0.4612,1918.0,0.0263,1794.0,0.0246,3738.0,0.0514,35334.0,0.4854,37362.0,0.5133,72790.0,1.0,72790.0
